,accuracy,precision,recall,specifity,f1
0,0.8553846153846154,0.5135135135135135,0.3958333333333333,0.9350180505415162,0.44705882352941173
1,0.8292307692307692,0.42718446601941745,0.4583333333333333,0.8935018050541517,0.4422110552763819
2,0.8538461538461538,0.5185185185185185,0.14583333333333334,0.9765342960288809,0.22764227642276424
3,0.816923076923077,0.4065040650406504,0.5208333333333334,0.868231046931408,0.45662100456621
4,0.7846153846153846,0.3225806451612903,0.4166666666666667,0.8483754512635379,0.3636363636363636
5,0.8553846153846154,0.6,0.0625,0.9927797833935018,0.11320754716981132
6,0.8523076923076923,0.5,0.052083333333333336,0.9909747292418772,0.09433962264150943
7,0.8476923076923077,0.47692307692307695,0.3229166666666667,0.9386281588447654,0.38509316770186336
8,0.3861538461538462,0.188911704312115,0.9583333333333334,0.2870036101083033,0.3156089193825043
